Model,FeatureSet,Train_R2,Test_R2,MAPE_%,MdAPE_%,RMSE_$,best_iteration_,q0.5_ClosePrice,q99.5_ClosePrice
LGBMRegressor,base,0.9737160377282742,0.8712471467455658,14.415272244901137,9.294404415725788,307233.7911572156,1498,199999.375,6800000.0
LGBMRegressor,new,0.9511772519222735,0.8517197018081977,18.14844636075098,11.95359528287971,329710.1175921884,1054,199999.375,6800000.0
LGBMRegressor,hybrid,0.9769058308549721,0.8725204027055222,14.459863963042713,9.343447758856266,305710.8765782661,1613,199999.375,6800000.0
